5431,8107,45410,1454169601
5431,8107,4991,1454169602
5431,8107,36726,1454169603
6138,8829,3715,1454515201
6138,8829,3715,1454515202
6138,8829,11746,1454515203
6138,8829,6226,1454515204
6431,9129,35311,1454601601
6431,9129,35311,1454601602
6450,9148,36975,1454688001
6450,9148,16701,1454688002
6450,9148,16701,1454688003
6473,9171,65239,1454688001
6473,9171,65239,1454688002
6473,9171,65239,1454688003
6473,9171,36031,1454688004
6566,9274,34965,1454688001
6566,9274,34965,1454688002
6566,9274,34965,1454688003
6566,9274,34965,1454688004
7379,10101,34416,1454947203
7379,10101,34416,1454947204
7379,10101,4018,1454947207
7379,10101,76640,1454947208
6047,10174,33177,1455033601
6047,10174,4523,1455033602
7112,10938,9707,1455206401
7112,10938,4556,1455206402
8456,11186,34968,1455379201
8456,11186,4453,1455379202
8456,11186,4453,1455379203
8456,11186,45949,1455379204
8543,11273,61872,1455292801
8543,11273,47070,1455292802
8771,11512,34985,1455465601
8771,11512,11385,1455465602
8771,11512,34192,1455465603
4548,11525,49585,1455465601
4548,11525,152883,1455465602
879,11748,70235,1455465601
879,11748,33297,1455465602
9084,11829,35015,1455465601
9084,11829,768,1455465602
9084,11829,8644,1455465603
9850,12610,30562,1455724801
9850,12610,30562,1455724802
9850,12610,30562,1455724803
9850,12610,94398,1455724804
9850,12610,49781,1455724805
9850,12610,8620,1455724806
9850,12610,34774,1455724809
9850,12610,34774,1455724810
10346,13106,9287,1455811202
10346,13106,9291,1455811203
10346,13106,11796,1455811204
10452,13215,234860,1455897601
10452,13215,89703,1455897602
10452,13215,178628,1455897603
10595,13370,3964,1456156801
10595,13370,87342,1456156802
10595,13370,87342,1456156803
10595,13370,129665,1456156804
10595,13370,32206,1456156805
10738,13516,39280,1455984001
10738,13516,39280,1455984002
10738,13516,4562,1455984003
10738,13516,133817,1455984004
10738,13516,133817,1455984005
10392,13663,9999,1455984001
10392,13663,37116,1455984002
10392,13663,31506,1455984003
10392,13663,31506,1455984004
10392,13663,36333,1455984006
10392,13663,36333,1455984007
10392,13663,36333,1455984008
9919,13907,3415,1456070401
9919,13907,3415,1456070402
11983,14788,9366,1456329601
11983,14788,768,1456329602
11983,14788,30940,1456329603
11983,14788,19085,1456329604
11983,14788,36556,1456329605
12500,15332,974,1456588801
12500,15332,1255,1456588802
12500,15332,12012,1456588806
12500,15332,57688,1456588809
12695,15526,8047,1456588801
12695,15526,8048,1456588802
12695,15526,36334,1456588803
12695,15526,14179,1456588804
12695,15526,14529,1456588805
12695,15526,14529,1456588806
12695,15526,20146,1456588807
12695,15526,7022,1456588808
12695,15526,7062,1456588809
12695,15526,36925,1456588810
12695,15526,7143,1456588811
879,15849,63142,1456675201
879,15849,101700,1456675204
13787,16640,1356,1456934401
13787,16640,1356,1456934402
13787,16640,108166,1456934403
13787,16640,83672,1456934404
13787,16640,75104,1456934405
13787,16640,33914,1456934406
13787,16640,12229,1456934407
13787,16640,24492,1456934408
13787,16640,130778,1456934409
13787,16640,36053,1456934411
13928,16781,32870,1456934401
13928,16781,7905,1456934403
13928,16781,1424,1456934404
13928,16781,9114,1456934406
13928,16781,31684,1456934408
13928,16781,31684,1456934409
13928,16781,23493,1456934410
13928,16781,23493,1456934411
13928,16781,34990,1456934413
13928,16781,128272,1456934414
13928,16781,58127,1456934415
13928,16781,36361,1456934416
626,16796,83155,1456934401
626,16796,72824,1456934402
626,16796,9322,1456934403
626,16796,9323,1456934404
626,16796,9323,1456934405
626,16796,83614,1456934406
626,16796,16470,1456934407
626,16796,16470,1456934408
626,16796,22378,1456934411
626,16796,195719,1456934414
13060,17087,999,1457107201
13060,17087,999,1457107202
13060,17087,82357,1457107203
13060,17087,10634,1457107204
13060,17087,178508,1457107207
13060,17087,141832,1457107208
13060,17087,133313,1457107209
13060,17087,5494,1457107210
13060,17087,5494,1457107211
13060,17087,69307,1457107212
14758,17628,7918,1457193601
14758,17628,48732,1457193602
14758,17628,202126,1457193604
14758,17628,9699,1457193605
14758,17628,9708,1457193606
14758,17628,89283,1457193607
14758,17628,47435,1457193608
14842,17712,129695,1457193601
14842,17712,176507,1457193602
14842,17712,127406,1457193603
14842,17712,62980,1457193604
12500,17968,49790,1457280001
12500,17968,193987,1457280002
12500,17968,151253,1457280003
15714,18608,9476,1457452801
15714,18608,54581,1457452802
15714,18608,252782,1457452803
15714,18608,35989,1457452804
15714,18608,35989,1457452805
15714,18608,36592,1457452806
15722,18616,11233,1457625601
15722,18616,13064,1457625602
15722,18616,90257,1457625603
15722,18616,90257,1457625604
15722,18616,69162,1457625605
15722,18616,69162,1457625606
15722,18616,69162,1457625607
15869,18771,37901,1457625601
15869,18771,3687,1457625603
15869,18771,65352,1457625604
15869,18771,65360,1457625605
15869,18771,12032,1457625606
15869,18771,56005,1457625607
15869,18771,12754,1457625609
15869,18771,173168,1457625610
15869,18771,36051,1457625611
15869,18771,36123,1457625612
15869,18771,14242,1457625613
15909,18811,8329,1457539201
15909,18811,82112,1457539202
15909,18811,86411,1457539203
15909,18811,86411,1457539204
15909,18811,29097,1457539205
15909,18811,21053,1457539206
1273,19555,13432,1457798403
1273,19555,13432,1457798404
1273,19555,13433,1457798405
1273,19555,13433,1457798406
1273,19555,13433,1457798407
10689,19839,79141,1457884801
10689,19839,12962,1457884802
10689,19839,68352,1457884803
962,19850,43548,1457884801
962,19850,43548,1457884802
962,19850,4761,1457884803
962,19850,13220,1457884804
17009,19941,7015,1457884801
17009,19941,7016,1457884802
17060,19994,36055,1457971201
17060,19994,36055,1457971202
17060,19994,80008,1457971203
17060,19994,90603,1457971204
17060,19994,14912,1457971205
17060,19994,14912,1457971206
15722,20107,46779,1457971201
15722,20107,13064,1457971202
17009,20142,35239,1457971202
17009,20142,13938,1457971203
17009,20142,90340,1457971204
17009,20142,131247,1457971205
17620,20650,90603,1458144001
17620,20650,14912,1458144002
17620,20650,14912,1458144003
17620,20650,14912,1458144004
17620,20650,48670,1458144005
17620,20650,14291,1458144006
4094,20664,40220,1458144002
4094,20664,12277,1458144008
4094,20664,35569,1458144014
4094,20664,79835,1458144016
4094,20664,79835,1458144017
10392,20675,401,1458144001
10392,20675,38133,1458144002
10392,20675,38133,1458144003
7112,20723,72931,1458144001
7112,20723,72931,1458144002
7112,20723,32948,1458144003
7112,20723,12970,1458144004
7112,20723,5835,1458144005
17684,21078,13629,1458403201
17684,21078,58736,1458403202
17684,21078,45,1458403203
17684,21078,55379,1458403204
17684,21078,5481,1458403205
17684,21078,6502,1458403206
17684,21078,36572,1458403207
17684,21078,14345,1458403208
7112,21368,82984,1458489601
7112,21368,7492,1458489602
17707,21587,34101,1458489601
17707,21587,34101,1458489602
17707,21587,4129,1458489603
17707,21587,79234,1458489604
17707,21587,35847,1458489605
17707,21587,35847,1458489606
17708,21602,40921,1458489601
17708,21602,40921,1458489602
17675,21650,80428,1458576001
17675,21650,51125,1458576004
17675,21650,28794,1458576005
17675,21650,164206,1458576006
17675,21650,14628,1458576007
17696,21778,2920,1458576001
17696,21778,3043,1458576002
17696,21778,3043,1458576003
17696,21778,3043,1458576004
17696,21778,33086,1458576005
11486,21825,36094,1458576001
11486,21825,6526,1458576002
17721,21842,94880,1458576002
17721,21842,94880,1458576003
17729,21998,44226,1458576001
17729,21998,37004,1458576002
17729,21998,69518,1458576003
17729,21998,2831,1458576004
17732,22065,30878,1458662402
17732,22065,33324,1458662403
17748,22349,69945,1458662401
17748,22349,69945,1458662402
17748,22349,69945,1458662403
17748,22349,69945,1458662404
17748,22349,19944,1458662408
17748,22349,19944,1458662409
17748,22349,19944,1458662410
17748,22349,19944,1458662411
17748,22349,19944,1458662412
17748,22349,19944,1458662413
17748,22349,19944,1458662414
17696,22402,98308,1458748801
17696,22402,75086,1458748804
1342,22620,90757,1458748802
1342,22620,10467,1458748803
1342,22620,10467,1458748804
17765,22928,10953,1458921601
17765,22928,35106,1458921603
17765,22928,14536,1458921604
12500,23248,52405,1458921601
12500,23248,10182,1458921602
12500,23248,12187,1458921603
15722,23340,9916,1459008002
15722,23340,4409,1459008005
15722,23340,34479,1459008006
879,24026,74821,1459267201
879,24026,74821,1459267202
879,24026,3039,1459267203
17784,24239,170145,1459353601
17784,24239,68519,1459353602
17836,24643,2572,1459526403
17836,24643,136398,1459526407
7112,24664,17828,1459440001
7112,24664,17828,1459440002
7112,24664,17828,1459440003
7112,24664,33695,1459440004
10595,24690,71734,1459526401
10595,24690,33070,1459526402
17842,24841,20501,1459612801
17842,24841,1254,1459612802
17842,24841,9539,1459612803
17842,24841,2431,1459612805
17842,24841,75015,1459612807
17842,24841,3229,1459612808
17842,24841,3806,1459612809
17842,24841,35123,1459612811
17845,24918,9338,1459526402
17845,24918,87342,1459526403
17845,24918,87342,1459526404
17845,24918,869,1459526405
17845,24918,5213,1459526410
17845,24918,14134,1459526413
17845,24918,133693,1459526415
17845,24918,133694,1459526416
17845,24918,19984,1459526417
17849,25066,3115,1459612802
17849,25066,75931,1459612803
17849,25066,11385,1459612804
17858,25217,72775,1459612801
17858,25217,31789,1459612802
17858,25217,10997,1459612803
17858,25217,47282,1459612808
17858,25217,36344,1459612809
17829,25220,10622,1459612801
17829,25220,14184,1459612805
17829,25220,14184,1459612806
1145,25453,33973,1459699201
1145,25453,18098,1459699202
1145,25453,163847,1459699204
1145,25453,77984,1459699206
1145,25453,171534,1459699207
1145,25453,171534,1459699208
1145,25453,69335,1459699209
1145,25453,69335,1459699210
17872,25610,9194,1459699201
17872,25610,2877,1459699202
17872,25610,2877,1459699203
17872,25610,34217,1459699204
5414,25932,68385,1459785601
5414,25932,47512,1459785602
5414,25932,14416,1459785603
962,26357,53307,1459872001
962,26357,53307,1459872002
962,26357,125321,1459872003
962,26357,69403,1459872004
962,26357,129045,1459872005
962,26357,129045,1459872006
962,26357,20486,1459872007
962,26357,20486,1459872008
17903,26395,48094,1459872001
17903,26395,14177,1459872002
17903,26395,14177,1459872003
10689,26401,19902,1459958401
10689,26401,15195,1459958402
17929,27111,7425,1460131201
17929,27111,47889,1460131202
17929,27111,70368,1460131203
17929,27111,30626,1460131204
17929,27111,8298,1460131205
4746,27128,73501,1460131203
4746,27128,33823,1460131206
4746,27128,136425,1460131212
15632,27212,32048,1460044802
15632,27212,79178,1460044803
17944,27372,8715,1460217601
17944,27372,7249,1460217603
17929,27909,47889,1460304001
17929,27909,47889,1460304002
17929,27909,30626,1460304003
17929,27909,19417,1460304007
17929,27909,19417,1460304008
17929,27909,6938,1460304010
17929,27909,6938,1460304011
17857,28337,1010,1460390401
17857,28337,71378,1460390402
17964,28346,76640,1460390401
17964,28346,6860,1460390402
13842,28797,79130,1460476801
13842,28797,79141,1460476802
13842,28797,68351,1460476803
17987,28918,36881,1460476805
17987,28918,36881,1460476806
17997,29240,85849,1460563201
17997,29240,85849,1460563202
17997,29240,188217,1460563205
17997,29240,188217,1460563206
17997,29240,155632,1460563214
17997,29240,79871,1460563219
18000,29322,71507,1460563201
18000,29322,4619,1460563204
18003,29417,94067,1460563201
18003,29417,94067,1460563202
18003,29417,71299,1460563203
18003,29417,71299,1460563204
18003,29417,71299,1460563205
18003,29417,71299,1460563206
18003,29417,71299,1460563207
18003,29417,72190,1460563208
18021,29910,8327,1460736001
18021,29910,77818,1460736003
18028,30025,258942,1460736001
18028,30025,14614,1460736002
18028,30025,14614,1460736003
18028,30025,36956,1460736004
18028,30025,7095,1460736005
18037,30197,13831,1460822401
18037,30197,6327,1460822402
18037,30197,6327,1460822403
18037,30197,83484,1460822404
18037,30197,83484,1460822405
18037,30197,9779,1460822406
18037,30197,9779,1460822407
18037,30197,29769,1460822408
18037,30197,29769,1460822409
18037,30197,7268,1460822410
18037,30197,7268,1460822411
18037,30197,7268,1460822412
18037,30197,90732,1460822413
18037,30197,90732,1460822414
18041,30300,10452,1460822401
18041,30300,10452,1460822402
18041,30300,85241,1460822404
18041,30300,33440,1460822405
18041,30300,33440,1460822406
18041,30300,11265,1460822407
18041,30300,11265,1460822408
18041,30300,34038,1460822409
18041,30300,34038,1460822410
18041,30300,6957,1460822411
18041,30300,171661,1460822412
18041,30300,171661,1460822413
18065,30838,9759,1460995202
18065,30838,9759,1460995203
18065,30838,3750,1460995205
18065,30838,55930,1460995206
18065,30838,5325,1460995207
18065,30838,5325,1460995208
18071,30900,51537,1460995205
18071,30900,51537,1460995206
18071,30900,51537,1460995207
18071,30900,28656,1460995211
18071,30900,23987,1460995212
18071,30900,23987,1460995213
18071,30900,200064,1460995214
18071,30900,210668,1460995215
18075,30975,86796,1461772801
18075,30975,86796,1461772802
18087,31167,9741,1460995202
18087,31167,4391,1460995204
18100,31457,46209,1461081601
18100,31457,13187,1461081602
18100,31457,36879,1461081603
18100,31457,36881,1461081604
18100,31457,126514,1461081605
18100,31457,14620,1461081607
18100,31457,14620,1461081608
18100,31457,47818,1461081610
18100,31457,20436,1461081611
18100,31457,126695,1461081612
18100,31457,126695,1461081613
18100,31457,378917,1461081616
17873,31760,1803,1461340801
17873,31760,54952,1461340804
17873,31760,47288,1461340805
17873,31760,13986,1461340806
17987,32123,5707,1461427202
17987,32123,69891,1461427203
17987,32123,1254,1461427204
17987,32123,8931,1461427205
17987,32123,21812,1461427206
17987,32123,9539,1461427207
17987,32123,9539,1461427208
17987,32123,9539,1461427209
17987,32123,73788,1461427210
17987,32123,174969,1461427211
17987,32123,174969,1461427212
17987,32123,174969,1461427213
17987,32123,11791,1461427214
17987,32123,29430,1461427215
17987,32123,13971,1461427216
17987,32123,13971,1461427217
17987,32123,13971,1461427218
17987,32123,175806,1461427219
17987,32123,14612,1461427220
18123,32154,61522,1461427201
18123,32154,61522,1461427202
18123,32154,76850,1461427203
18128,32291,27312,1461513601
18128,32291,27312,1461513602
18128,32291,27312,1461513603
18128,32291,27312,1461513604
18128,32291,27312,1461513605
18128,32291,27312,1461513606
18128,32291,27312,1461513607
18128,32291,27312,1461513608
18128,32291,2288,1461513609
18128,32291,47147,1461513610
18128,32291,13874,1461513611
17843,32545,60709,1461600001
17843,32545,60709,1461600002
17843,32545,111119,1461600003
17843,32545,61694,1461600004
1723,32666,9971,1461600001
1723,32666,6808,1461600002
18150,32914,35714,1461686401
18150,32914,35714,1461686402
18150,32914,5780,1461686403
18150,32914,6544,1461686404
18150,32914,6544,1461686405
18155,33019,8506,1461686403
18155,33019,83902,1461686404
18155,33019,86424,1461686405
18408,33054,89764,1461686401
18408,33054,47750,1461686402
18408,33054,376400,1461686403
18159,33069,32769,1461686401
18159,33069,3144,1461686402
18159,33069,6452,1461686403
7112,33191,61,1461686401
7112,33191,110,1461686402
18075,33498,175658,1461772804
18075,33498,13870,1461772806
17009,33537,9871,1461859201
17009,33537,18867,1461859202
17009,33537,70487,1461859203
17009,33537,34952,1461859204
17009,33537,34952,1461859205
17009,33537,36881,1461859206
18186,33619,35980,1461859201
18186,33619,14004,1461859202
18186,33619,14889,1461859203
18186,33619,58637,1461859204
18186,33619,206513,1461859205
18191,33676,68352,1461859201
18191,33676,5422,1461859202
18191,33676,6665,1461859204
18191,33676,375344,1461859205
18191,33676,375344,1461859206
18191,33676,375344,1461859207
18194,33806,34142,1461945601
18194,33806,88667,1461945602
18194,33806,35818,1461945603
18194,33806,7735,1461945604
18194,33806,136871,1461945605
18194,33806,1985,1461945606
18205,34056,38701,1462032001
18205,34056,38701,1462032002
18205,34056,71942,1462032003
18205,34056,71942,1462032004
18205,34056,28376,1462032005
18215,34292,38268,1462118401
18215,34292,67529,1462118402
1520,34481,30464,1462204802
1520,34481,81175,1462204803
1520,34481,15414,1462204804
1520,34481,178068,1462204807
1520,34481,376952,1462204809
18230,34586,35380,1462204801
18230,34586,35734,1462204802
1520,35007,15349,1462291201
1520,35007,15410,1462291202
1520,35007,17542,1462291204
1520,35007,17542,1462291205
1520,35007,17542,1462291206
1520,35007,17542,1462291207
1520,35007,125290,1462291208
1520,35007,125290,1462291209
18253,35117,3726,1462377601
18253,35117,14889,1462377602
18253,35117,14889,1462377603
18253,35117,14889,1462377604
18253,35117,14889,1462377605
18253,35117,14889,1462377606
18253,35117,14889,1462377607
18253,35117,14889,1462377608
18253,35117,14889,1462377609
18253,35117,14889,1462377610
18119,35126,376279,1462291201
18119,35126,375069,1462291202
17987,35331,225892,1462377602
17987,35331,182003,1462377603
17987,35331,182003,1462377604
17987,35331,15432,1462377605
17987,35331,38861,1462377606
17987,35331,21812,1462377607
17987,35331,9539,1462377608
17987,35331,248624,1462377613
17987,35331,13971,1462377614
17987,35331,6462,1462377615
17987,35331,6462,1462377616
17987,35331,6462,1462377617
17987,35331,198997,1462377619
17987,35331,198997,1462377620
17987,35331,198997,1462377621
17987,35331,198997,1462377622
17987,35331,198997,1462377623
17987,35331,198997,1462377624
1520,35526,16071,1462377601
1520,35526,8742,1462377602
1520,35526,8742,1462377603
1520,35526,10540,1462377604
17849,35602,75104,1462464001
17849,35602,75104,1462464002
17849,35602,11377,1462464003
17849,35602,11377,1462464004
17849,35602,34962,1462464005
18280,35797,82422,1462464007
18280,35797,31541,1462464009
18280,35797,1575,1462464010
18280,35797,1575,1462464011
18280,35797,116804,1462464014
18280,35797,32888,1462464015
18280,35797,32888,1462464016
18280,35797,32888,1462464017
18280,35797,32888,1462464018
18280,35797,32888,1462464019
18281,35805,4231,1462550401
18281,35805,11869,1462550402
18281,35805,46000,1462550403
18191,36023,5451,1462636801
18191,36023,47081,1462636802
18304,36265,13630,1462636801
18304,36265,6828,1462636802
18215,36274,49786,1462723201
18215,36274,131899,1462723202
18215,36274,131899,1462723203
18215,36274,3687,1462723206
18215,36274,87828,1462723207
18307,36374,100747,1462723201
18307,36374,100747,1462723202
18307,36374,204820,1462723204
4094,36393,32144,1462723202
4094,36393,32144,1462723203
4094,36393,13304,1462723204
18325,36648,375334,1462809601
18325,36648,375334,1462809602
18328,36698,6848,1462809601
18328,36698,58637,1462809602
18329,36710,79147,1462809601
18329,36710,135911,1462809602
18329,36710,90284,1462809603
18329,36710,80045,1462809604
18329,36710,25769,1462809605
18329,36710,14821,1462809606
18329,36710,377312,1462809607
1520,37065,1234,1462982401
1520,37065,1234,1462982402
18341,37200,54639,1462982401
18341,37200,89372,1462982404
18341,37200,80053,1462982405
18341,37200,80053,1462982406
18341,37200,80053,1462982407
18341,37200,80053,1462982408
18342,37202,10685,1462636801
18342,37202,3489,1462636804
18342,37202,10938,1462636805
18342,37202,58132,1462636806
18342,37202,36721,1462636807
18342,37202,36721,1462636808
18342,37202,58318,1462636809
18342,37202,20087,1462636813
18353,37414,26210,1463846401
18353,37414,525,1463846402
18353,37414,30751,1463846403
18353,37414,71724,1463846404
18353,37414,155450,1463846405
18353,37414,155450,1463846406
18353,37414,155450,1463846407
18353,37414,11945,1463846408
3,37537,7005,1463846401
3,37537,36885,1463846402
3,37537,36885,1463846403
3,37537,375973,1463846405
3,37537,376984,1463846406
12500,37547,170145,1463846404
12500,37547,106327,1463846410
12500,37547,377548,1463846412
18361,37568,129936,1463932801
18361,37568,32696,1463932802
18361,37568,10601,1463932805
18361,37568,10604,1463932806
18361,37568,10782,1463932807
18361,37568,66096,1463932808
18361,37568,67416,1463932809
17776,39584,26160,1464364801
17776,39584,30572,1464364802
18463,39606,58581,1464364801
18463,39606,164627,1464364802
18464,39608,19599,1464278402
18464,39608,90359,1464278403
18473,40305,12732,1464537602
18473,40305,78962,1464537603
18473,40305,46517,1464537605
18473,40305,13064,1464537607
18473,40305,378695,1464537608
18473,40305,378695,1464537609
18473,40305,58574,1464537611
18473,40305,58574,1464537612
18503,40698,9368,1464624001
18503,40698,1885,1464624002
18503,40698,31923,1464624003
18503,40698,3362,1464624007
18503,40698,57568,1464624008
18513,41008,36337,1464624001
18513,41008,45583,1464624002
18513,41008,36700,1464624003
18513,41008,58695,1464624004
18513,41008,56619,1464624008
18527,41218,72394,1464710401
18527,41218,41144,1464710403
18539,41363,106672,1457107203
18539,41363,106672,1457107204
18593,41478,201377,1461168001
18593,41478,87320,1461168002
18593,41478,87320,1461168003
18593,41478,36956,1461168004
18593,41478,36956,1461168005
18602,41498,1210,1462982401
18602,41498,75086,1462982402
18605,41506,83613,1458403204
18605,41506,55597,1458403205
18605,41506,130836,1458403207
17810,41762,32598,1454947201
17810,41762,75267,1454947202
14798,41941,128607,1457712002
14798,41941,6233,1457712003
14798,41941,14679,1457712005
14798,41941,80072,1457712006
17765,41966,3567,1462032001
17765,41966,33498,1462032002
18788,41975,155237,1462032001
18788,41975,155237,1462032002
18827,42085,33567,1456070401
18827,42085,33567,1456070402
18827,42085,45583,1456070403
18827,42085,36992,1456070404
18827,42085,28191,1456070405
18827,42085,88729,1456070406
18950,42391,126526,1460908803
18950,42391,126526,1460908804
18950,42391,126526,1460908805
805,42553,48936,1454947201
805,42553,15555,1454947202
805,42553,89283,1454947203
19074,42690,203553,1462032002
19074,42690,70245,1462032003
19140,42853,18285,1461081605
19140,42853,7021,1461081610
18497,42937,176612,1463673602
18497,42937,42775,1463673603
18497,42937,43546,1463673604
18497,42937,162348,1463673609
18497,42937,162348,1463673610
18497,42937,162348,1463673611
18497,42937,14860,1463673612
18497,42937,14860,1463673613
18497,42937,173671,1463673615
18497,42937,376973,1463673618
18497,42937,376973,1463673619
18497,42937,380081,1463673623
18497,42937,379857,1463673624
18497,42937,379857,1463673625
18497,42937,377089,1463673626
18497,42937,377089,1463673627
18497,42937,377089,1463673628
18497,42937,376542,1463673629
17961,43132,74202,1460217601
17961,43132,74202,1460217602
17961,43132,44119,1460217603
19285,43221,7837,1461772801
19285,43221,33043,1461772802
19285,43221,12352,1461772803
13255,43301,31710,1459872001
13255,43301,9438,1459872002
19333,43351,30340,1457452801
19333,43351,30340,1457452802
19333,43351,30366,1457452803
19333,43351,9476,1457452805
19333,43351,9476,1457452806
19333,43351,9862,1457452807
19333,43351,32394,1457452808
19333,43351,9989,1457452809
17732,43354,70563,1458835202
17732,43354,53169,1458835204
17732,43354,64821,1458835205
17732,43354,18926,1458835207
17732,43354,47306,1458835208
19431,43597,4869,1462636801
19431,43597,4869,1462636802
19431,43597,35056,1462636803
19470,43705,71037,1463328005
19470,43705,83973,1463328006
19470,43705,165182,1463328007
13928,43835,95612,1456934401
13928,43835,20507,1456934402
13928,43835,31647,1456934403
13928,43835,23493,1456934404
13928,43835,4858,1456934405
4548,43840,25102,1462291203
4548,43840,25102,1462291204
19556,43960,70632,1456761601
19556,43960,9582,1456761602
19556,43960,2743,1456761603
19556,43960,118421,1456761604
19556,43993,1013,1459008001
19556,43993,26525,1459008002
19556,43993,137550,1459008003
19556,43993,137550,1459008004
19556,43993,71394,1459008005
19556,43993,71394,1459008006
19556,43993,71394,1459008007
19556,43993,71394,1459008008
19556,43993,40350,1459008012
19556,43993,40350,1459008013
17904,44114,31320,1459267201
17904,44114,3214,1459267202
17904,44114,76374,1459267203
17904,44114,34126,1459267204
17904,44114,12277,1459267206
17904,44114,36353,1459267209
17904,44114,25812,1459267212
18307,44241,20499,1460217601
18307,44241,20499,1460217602
18307,44241,31953,1460217603
18307,44241,23601,1460217604
19676,44260,75342,1458230401
19676,44260,11338,1458230402
19676,44260,13293,1458230405
19709,44359,36409,1459872001
19709,44359,14059,1459872002
19776,44544,131730,1459526401
19776,44544,137028,1459526404
19776,44544,81155,1459526405
19776,44544,81155,1459526406
19776,44544,70522,1459526407
19776,44544,2474,1459526409
19776,44544,2474,1459526410
19829,44690,10787,1460822401
19829,44690,7249,1460822402
19844,44734,10535,1462377601
19844,44734,10536,1462377602
19844,44734,10536,1462377603
